RespondentID,State,Region,AgeGroup,Gender,IncomeBracket,RaceEthnicity,PlanPurchase12Mo,RecentPurchasePrice,ChannelPreference,TradSlipOnBrand,HandsFreeAwareness,BrandAwarenessProxy_DistWt,DistNearestRetailerMiles,DistNearestFlagshipMiles,IsControlGroup,SawFeatureExplanation,Initial_Intent_79,Initial_Intent_99,Initial_Intent_119,Initial_Intent_139,Initial_Intent_159,Initial_Intent_179,Initial_Intent_199,Initial_Prob_79,Initial_Prob_99,Initial_Prob_119,Initial_Prob_139,Initial_Prob_159,Initial_Prob_179,Initial_Prob_199,Post_Intent_79,Post_Intent_99,Post_Intent_119,Post_Intent_139,Post_Intent_159,Post_Intent_179,Post_Intent_199,Post_Prob_79,Post_Prob_99,Post_Prob_119,Post_Prob_139,Post_Prob_159,Post_Prob_179,Post_Prob_199,ValuePerceptionPost,VW_TooCheap,VW_Bargain,VW_Expensive,VW_TooExpensive,Importance_Brand,Importance_Comfort,Importance_Durability,Importance_Fit,Importance_HandsFreeConvenience,Importance_Material,Importance_Price,Importance_Style,Top3Driver1,Top3Driver2,Top3Driver3,PrimaryUsage,MultiPurchaseLikelihood,Segment
281,HI,West,25-34,Male,$100k-$149k,White,Yes,$100-$149,In-Store Primarily,Other,Never heard of it,0.01,101.4,-1.0,0,1,4,4,4,3,2,2,1,62,78,70,45,32,10,7,4,4,4,3,2,2,2,88,91,88,53,27,26,6,3.0,75,125,175,195,4,5,4,4,5,3,3,5,Comfort,Style,HandsFreeConvenience,Work/Office (casual environment),3,Premium Enthusiasts
282,WY,West,18-24,Female,$25k-$49k,White,Yes,$150-$199,In-Store Primarily,Vans,Never heard of it,0.057,102.3,119.7,0,1,4,3,2,2,1,1,1,71,50,23,21,12,0,1,4,3,2,2,2,1,1,73,47,38,13,12,1,2,3.0,85,95,105,135,4,3,4,3,2,3,3,3,Durability,Brand,Price,Other,3,Curious Skeptics
283,AZ,West,45-54,Female,$75k-$99k,White,Yes,$100-$149,Online Primarily,Adidas,Never heard of it,0.01,116.0,83.9,1,0,5,4,3,4,2,2,1,100,68,62,74,38,14,0,4,4,4,4,3,2,1,90,87,76,67,52,29,0,,85,145,155,185,3,5,4,3,4,3,4,3,Comfort,Price,HandsFreeConvenience,Everyday casual wear,2,Interested Pragmatists
284,NC,South,18-24,Female,$150k+,Hispanic or Latino,Yes,$100-$149,Online Primarily,None,Never heard of it,0.01,84.0,-1.0,0,1,4,3,3,2,2,1,1,82,53,58,27,30,6,3,4,4,3,3,2,2,1,97,67,53,31,16,17,1,4.0,70,80,165,190,4,4,4,4,3,3,4,3,Durability,Fit,Price,Travel,3,Curious Skeptics
285,DE,South,18-24,Female,$75k-$99k,White,Yes,$150-$199,Depends on Type,Skechers,Vaguely aware of it,0.0919,100.0,123.3,1,0,3,3,3,2,1,1,1,59,44,45,32,10,2,5,4,3,3,3,2,1,1,78,49,49,36,19,0,0,,65,90,115,185,3,4,3,4,3,3,3,3,Fit,Comfort,Durability,Everyday casual wear,3,Interested Pragmatists
286,VA,South,18-24,Male,$75k-$99k,Other,Yes,$100-$149,Equal Mix,Other,Never heard of it,0.0324,73.1,-1.0,1,0,5,4,4,3,3,2,2,100,92,83,51,34,26,19,5,4,4,3,3,3,2,100,94,71,67,40,43,21,,80,140,200,210,4,3,4,4,3,2,3,4,Durability,Brand,Fit,Everyday casual wear,3,Curious Skeptics
287,PA,Northeast,45-54,Male,$50k-$74k,Hispanic or Latino,Yes,$200 or more,Online Primarily,Skechers,Somewhat familiar,0.1907,94.7,39.2,0,1,4,4,3,3,2,2,1,97,77,49,54,10,3,8,5,4,4,3,3,3,2,92,94,79,43,59,58,20,4.0,100,175,210,225,2,5,5,4,1,3,5,3,Comfort,Durability,Price,Travel,4,Value Seekers
288,RI,Northeast,25-34,Female,Less than $25k,White,Yes,$100-$149,In-Store Primarily,Skechers,Very familiar,0.155,145.6,122.5,0,1,4,3,3,2,1,1,1,72,51,51,9,4,7,5,5,4,3,3,2,1,1,94,77,42,43,9,0,0,4.0,85,120,130,165,3,3,3,2,3,3,3,4,Style,Comfort,Material,Travel,4,Curious Skeptics
289,MA,Northeast,35-44,Male,Less than $25k,White,Yes,$50-$99,Online Primarily,Skechers,Somewhat familiar,0.1887,28.8,39.7,1,0,4,3,2,2,1,1,1,78,55,34,18,7,5,3,3,3,2,2,1,1,1,55,44,21,10,3,5,0,,65,90,120,130,3,3,3,3,4,3,5,3,Price,HandsFreeConvenience,Material,Everyday casual wear,3,Interested Pragmatists
290,VT,Northeast,45-54,Female,$75k-$99k,White,Yes,$100-$149,In-Store Primarily,Skechers,Never heard of it,0.048,43.0,82.1,0,1,4,3,3,2,2,1,1,81,52,46,30,10,2,0,5,4,3,2,2,2,1,100,69,33,33,28,19,1,3.0,95,105,115,205,3,5,5,3,5,3,3,2,Durability,HandsFreeConvenience,Comfort,Travel,2,Interested Pragmatists
291,IL,Midwest,18-24,Male,$75k-$99k,White,Yes,$150-$199,Depends on Type,Nike,Never heard of it,0.01,137.7,-1.0,1,0,4,4,3,3,2,1,1,76,88,58,55,14,2,5,5,3,3,3,2,2,2,92,59,44,66,27,28,4,,85,140,150,180,3,5,3,3,4,4,4,3,Comfort,HandsFreeConvenience,Price,Everyday casual wear,4,Interested Pragmatists
292,NC,South,45-54,Female,Less than $25k,White,Yes,$100-$149,Depends on Type,Adidas,Never heard of it,0.0137,120.2,-1.0,1,0,3,2,3,2,1,1,1,67,34,38,10,0,0,0,4,2,2,2,2,1,1,85,37,20,12,5,2,5,,40,80,90,125,3,3,3,3,1,3,3,3,Durability,Brand,Material,Specific activity needing convenience,3,Curious Skeptics
293,OH,Midwest,65+,Male,$100k-$149k,Asian,Yes,$150-$199,In-Store Primarily,Skechers,Never heard of it,0.0637,39.3,106.4,0,1,2,3,2,1,1,1,1,26,47,33,0,10,0,0,3,3,3,2,1,1,1,51,51,32,19,2,4,0,4.0,65,75,150,205,3,4,4,3,5,4,3,5,HandsFreeConvenience,Style,Material,Work/Office (casual environment),4,Premium Enthusiasts
294,MO,Midwest,45-54,Female,$50k-$74k,White,Yes,$200 or more,In-Store Primarily,Crocs,Never heard of it,0.01,81.7,-1.0,1,0,4,3,3,2,2,1,1,82,50,43,35,3,0,2,4,3,3,3,1,1,1,82,54,48,37,1,0,0,,90,100,115,140,5,5,4,3,4,2,2,5,Brand,Style,Comfort,Everyday casual wear,5,Premium Enthusiasts
295,MD,South,25-34,Male,Less than $25k,White,Yes,$100-$149,Equal Mix,Other,Somewhat familiar,0.0662,78.6,83.4,1,0,2,3,2,1,1,1,1,32,39,21,3,0,6,0,3,2,2,1,1,1,1,49,35,9,7,4,4,2,,50,70,80,145,1,4,4,3,3,2,5,2,Price,Comfort,Durability,Specific activity needing convenience,3,Value Seekers
296,ND,Midwest,45-54,Male,$75k-$99k,White,Yes,$100-$149,Online Primarily,Other,Never heard of it,0.0564,139.8,81.9,0,1,3,3,2,1,1,1,1,37,39,12,0,5,3,3,3,3,2,2,1,1,1,43,37,1,0,7,3,0,3.0,40,50,65,120,2,5,3,3,4,4,4,3,Comfort,Material,HandsFreeConvenience,Everyday casual wear,3,Interested Pragmatists
297,WI,Midwest,35-44,Female,$25k-$49k,White,Yes,$50-$99,Online Primarily,None,Never heard of it,0.0428,68.2,129.2,1,0,2,2,1,1,1,1,1,28,22,2,0,0,6,2,2,2,2,1,1,1,1,40,11,10,0,0,0,0,,40,60,70,80,1,4,5,3,2,3,5,2,Price,Durability,Comfort,Work/Office (casual environment),3,Value Seekers
298,LA,South,25-34,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,Nike,Never heard of it,0.01,61.1,-1.0,1,0,4,3,3,2,2,2,1,82,58,43,26,21,25,5,4,4,2,3,1,1,1,81,79,25,40,0,0,0,,65,105,145,170,2,4,3,2,4,4,4,3,HandsFreeConvenience,Price,Material,Everyday casual wear,3,Interested Pragmatists
299,RI,Northeast,65+,Female,$75k-$99k,White,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.0412,94.5,123.4,0,1,3,4,2,2,2,1,1,61,67,29,20,16,2,0,4,4,3,2,3,1,1,100,81,65,36,37,5,0,4.0,60,110,155,185,3,5,4,3,4,2,3,4,Comfort,Durability,HandsFreeConvenience,Work/Office (casual environment),4,Premium Enthusiasts
300,TN,South,55-64,Male,$25k-$49k,White,Yes,$100-$149,Equal Mix,Nike,Never heard of it,0.01,92.6,-1.0,0,1,4,3,3,2,2,1,1,82,43,48,16,15,0,2,4,4,3,3,1,1,1,77,71,37,31,7,5,3,5.0,80,90,160,170,2,4,2,2,4,4,4,3,HandsFreeConvenience,Price,Comfort,Work/Office (casual environment),4,Interested Pragmatists
301,NJ,Northeast,55-64,Male,$25k-$49k,White,Yes,$100-$149,In-Store Primarily,None,Very familiar,0.1669,84.7,20.9,0,1,5,5,4,3,2,2,2,96,92,66,45,33,22,4,5,5,4,5,3,3,3,100,100,83,94,37,36,40,5.0,120,145,180,215,4,4,3,4,4,4,2,5,Style,Comfort,HandsFreeConvenience,Specific activity needing convenience,5,Premium Enthusiasts
302,NM,West,35-44,Male,$100k-$149k,White,Yes,$100-$149,Equal Mix,Vans,Never heard of it,0.0779,61.8,93.2,1,0,5,5,4,4,3,2,2,100,100,76,74,41,19,7,4,4,4,3,3,2,1,91,74,72,38,57,27,9,,95,135,160,180,2,5,4,3,3,3,4,4,Comfort,Durability,Price,Everyday casual wear,3,Interested Pragmatists
303,CT,Northeast,55-64,Male,$150k+,White,Yes,$200 or more,In-Store Primarily,Nike,Somewhat familiar,0.1048,65.3,117.1,1,0,4,3,3,3,2,2,1,91,66,60,49,9,21,0,4,3,3,3,2,1,1,78,60,57,35,18,13,0,,70,125,135,155,2,5,4,2,4,3,5,4,Comfort,Price,Style,Travel,4,Interested Pragmatists
304,ME,Northeast,35-44,Female,$25k-$49k,Hispanic or Latino,Yes,$100-$149,Equal Mix,Nike,Vaguely aware of it,0.0119,98.2,-1.0,0,1,3,3,3,2,1,1,1,52,38,39,14,1,2,2,4,3,2,2,1,1,1,75,62,38,13,9,0,0,3.0,75,105,115,125,3,5,3,3,4,3,3,3,Comfort,HandsFreeConvenience,Style,Everyday casual wear,4,Interested Pragmatists
305,OK,South,65+,Male,$50k-$74k,Other,Yes,$100-$149,Online Primarily,Nike,Never heard of it,0.0288,52.0,146.0,0,1,4,3,3,2,2,1,1,64,58,45,31,15,0,0,4,3,3,3,2,2,1,72,53,49,39,33,6,5,3.0,95,125,135,170,3,5,3,2,4,3,4,3,Comfort,HandsFreeConvenience,Price,Travel,3,Interested Pragmatists
306,IL,Midwest,45-54,Female,$25k-$49k,White,Yes,$150-$199,Online Primarily,None,Never heard of it,0.01,47.5,-1.0,0,1,4,3,2,2,1,1,1,73,52,17,15,0,8,0,4,3,2,2,1,1,1,73,54,27,10,0,0,0,2.0,45,90,100,125,3,5,4,3,4,1,3,4,Comfort,Durability,Style,Specific activity needing convenience,2,Premium Enthusiasts
307,VT,Northeast,45-54,Male,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.0777,30.2,131.0,0,1,3,3,2,2,1,1,1,54,65,11,27,2,11,2,4,3,3,2,1,1,1,63,62,61,34,7,7,3,3.0,100,135,145,155,3,4,3,2,3,3,4,5,Style,Comfort,Price,Everyday casual wear,3,Interested Pragmatists
308,AZ,West,45-54,Female,Less than $25k,White,Yes,Less than $50,In-Store Primarily,Other,Never heard of it,0.0625,90.2,140.2,0,1,3,3,2,2,1,1,1,59,30,17,27,12,6,0,4,3,2,2,1,1,1,79,37,32,21,4,0,0,1.0,45,85,95,135,4,3,4,3,2,2,3,3,Brand,Durability,Comfort,Work/Office (casual environment),1,Curious Skeptics
309,TX,South,65+,Male,$75k-$99k,Black or African American,Yes,$50-$99,Online Primarily,Crocs,Never heard of it,0.0188,136.3,-1.0,1,0,4,4,3,2,2,1,1,65,64,43,19,3,0,0,4,3,3,3,2,1,1,74,54,56,39,0,7,0,,40,85,115,140,2,5,4,3,3,4,4,4,Comfort,Style,Price,Everyday casual wear,4,Interested Pragmatists
310,AZ,West,55-64,Female,$25k-$49k,Black or African American,Yes,$100-$149,In-Store Primarily,Skechers,Vaguely aware of it,0.0915,132.1,88.1,0,1,4,4,3,3,2,2,1,80,72,41,51,31,12,0,5,4,4,3,2,2,1,99,80,84,56,34,19,0,4.0,125,135,175,245,1,3,4,3,3,3,5,2,Price,Durability,Fit,Specific activity needing convenience,4,Value Seekers
311,LA,South,25-34,Female,$25k-$49k,White,Yes,$100-$149,Equal Mix,Crocs,Never heard of it,0.01,93.4,-1.0,0,1,4,4,3,2,2,1,1,77,73,58,28,19,0,3,5,4,4,3,2,2,1,88,76,61,52,27,7,0,5.0,100,110,140,225,1,5,4,3,3,4,5,2,Comfort,Price,Material,Everyday casual wear,4,Value Seekers
312,CO,West,65+,Female,$100k-$149k,Black or African American,Yes,$100-$149,Online Primarily,Skechers,Very familiar,0.2244,77.5,30.7,0,1,4,3,2,2,2,1,1,72,61,25,22,13,1,2,4,4,3,3,2,1,1,91,79,27,39,24,2,0,4.0,70,100,135,160,2,5,5,3,3,3,5,2,Durability,Price,Comfort,Travel,3,Value Seekers
313,NM,West,35-44,Female,$100k-$149k,White,Yes,$150-$199,In-Store Primarily,None,Vaguely aware of it,0.084,75.2,140.6,0,1,4,4,3,3,2,1,1,84,84,61,50,19,0,2,5,4,3,3,2,2,2,100,71,51,46,20,27,12,2.0,75,110,120,250,3,4,3,3,5,2,3,5,HandsFreeConvenience,Style,Comfort,Other,1,Premium Enthusiasts
314,NV,West,45-54,Female,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,Vans,Vaguely aware of it,0.0896,88.4,93.9,0,1,4,4,3,2,2,1,1,65,73,65,11,23,1,0,5,4,4,3,3,3,1,96,81,72,47,48,35,0,5.0,90,135,175,230,2,5,4,4,2,3,5,3,Comfort,Price,Durability,Travel,4,Value Seekers
315,CA,West,18-24,Male,Less than $25k,White,Yes,$50-$99,Online Primarily,None,Never heard of it,0.02,95.7,-1.0,1,0,3,3,1,2,2,1,1,56,39,6,4,17,0,0,4,3,2,2,2,1,1,75,61,28,13,14,0,6,,70,85,150,160,2,4,5,2,1,3,4,3,Durability,Comfort,Price,Everyday casual wear,2,Traditionalists
316,WI,Midwest,65+,Female,$150k+,Black or African American,Yes,$100-$149,In-Store Primarily,Other,Never heard of it,0.1149,110.6,70.5,0,1,3,3,2,1,1,1,1,64,36,22,6,0,8,0,3,3,3,2,1,1,1,47,46,42,22,0,0,0,3.0,50,95,120,135,2,5,5,3,1,3,4,2,Durability,Comfort,Price,Everyday casual wear,2,Traditionalists
317,AR,South,35-44,Male,Less than $25k,Asian,Yes,$50-$99,In-Store Primarily,Other,Never heard of it,0.01,47.9,-1.0,0,1,2,2,2,1,1,1,1,30,27,2,0,0,11,0,2,2,2,1,1,1,1,23,20,7,0,0,0,7,2.0,40,75,85,110,1,5,4,3,2,3,5,3,Price,Comfort,Durability,Style/Fashion statement,1,Value Seekers
318,VA,South,25-34,Male,Less than $25k,Hispanic or Latino,Yes,Less than $50,In-Store Primarily,Skechers,Never heard of it,0.01,70.1,-1.0,1,0,3,2,2,1,1,1,1,55,38,7,0,3,0,0,3,3,2,2,1,1,1,46,37,34,9,2,1,4,,55,80,115,125,3,5,4,3,4,3,2,4,Comfort,HandsFreeConvenience,Style,Travel,4,Premium Enthusiasts
319,WY,West,45-54,Male,$100k-$149k,Black or African American,Yes,$150-$199,Online Primarily,Other,Vaguely aware of it,0.0887,53.7,137.2,0,1,4,4,3,3,3,2,2,91,86,57,54,52,26,28,5,4,4,3,3,2,2,100,100,77,51,53,28,12,3.0,125,135,215,225,2,4,3,3,4,2,3,4,Style,Comfort,HandsFreeConvenience,Everyday casual wear,3,Interested Pragmatists
320,MI,Midwest,18-24,Male,$100k-$149k,Hispanic or Latino,Yes,$50-$99,Online Primarily,None,Never heard of it,0.0279,117.4,-1.0,0,1,5,4,4,3,3,2,1,98,97,63,41,44,24,2,5,5,4,4,3,3,2,100,91,94,78,54,39,37,5.0,120,160,200,245,2,5,5,3,1,3,4,3,Durability,Comfort,Price,Everyday casual wear,3,Traditionalists
321,WA,West,65+,Male,$25k-$49k,Black or African American,Yes,$100-$149,Depends on Type,Adidas,Never heard of it,0.0113,149.0,-1.0,0,1,4,4,3,3,2,1,1,80,69,57,34,30,0,0,5,4,4,4,3,2,2,100,78,77,72,37,16,11,5.0,90,115,170,225,5,5,4,3,4,3,3,4,Brand,Comfort,HandsFreeConvenience,Specific activity needing convenience,5,Premium Enthusiasts
322,TX,South,45-54,Female,$100k-$149k,White,Yes,$100-$149,Online Primarily,Crocs,Never heard of it,0.01,86.3,-1.0,1,0,3,2,2,1,1,1,1,41,24,6,0,1,0,0,3,2,2,1,1,1,1,32,21,11,0,0,0,0,,50,60,70,115,3,4,4,4,4,4,2,4,Material,Durability,HandsFreeConvenience,Style/Fashion statement,3,Premium Enthusiasts
323,CT,Northeast,35-44,Male,$50k-$74k,Black or African American,Yes,$100-$149,Equal Mix,None,Vaguely aware of it,0.055,84.7,83.6,0,1,5,4,3,2,2,2,1,100,77,35,33,8,10,0,5,4,4,3,3,2,2,89,92,76,51,54,5,21,3.0,125,140,190,210,2,5,3,4,4,3,4,4,Comfort,HandsFreeConvenience,Style,Travel,3,Interested Pragmatists
324,PA,Northeast,25-34,Male,$25k-$49k,Hispanic or Latino,Yes,$50-$99,Online Primarily,None,Very familiar,0.2013,65.0,20.5,0,1,3,2,1,1,1,1,1,47,22,5,4,2,3,9,3,2,1,1,1,1,1,33,10,0,0,0,7,1,4.0,40,55,65,110,4,4,3,3,5,3,2,5,Style,HandsFreeConvenience,Comfort,Everyday casual wear,4,Premium Enthusiasts
325,CO,West,55-64,Female,$25k-$49k,Hispanic or Latino,Yes,$100-$149,Online Primarily,None,Somewhat familiar,0.2135,71.4,12.4,1,0,3,3,2,2,2,1,1,64,60,26,12,5,0,0,3,3,2,2,2,1,1,64,47,34,17,4,0,5,,85,95,155,165,2,5,4,3,3,3,3,3,Comfort,Durability,Material,Specific activity needing convenience,4,Interested Pragmatists
326,CO,West,45-54,Female,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,None,Somewhat familiar,0.2046,64.7,10.0,1,0,4,4,3,3,2,2,1,85,94,55,50,33,17,11,4,4,4,3,2,1,1,98,81,73,37,32,0,5,,80,105,150,215,4,3,3,2,3,3,3,4,Style,Brand,Price,Everyday casual wear,2,Curious Skeptics
327,GA,South,55-64,Female,$50k-$74k,White,Yes,Less than $50,In-Store Primarily,None,Never heard of it,0.01,85.6,-1.0,1,0,2,2,2,1,1,1,1,32,9,1,0,0,0,1,3,1,1,1,1,1,1,57,0,16,5,0,3,4,,40,70,85,100,3,5,5,4,2,3,4,3,Durability,Comfort,Fit,Travel,2,Value Seekers
328,DE,South,18-24,Male,$50k-$74k,White,Yes,$150-$199,Equal Mix,None,Never heard of it,0.0927,103.8,82.7,1,0,3,3,1,1,1,1,1,50,40,2,1,1,3,0,3,2,2,1,1,1,1,56,26,23,0,0,12,4,,40,60,85,95,2,5,5,2,3,3,4,2,Comfort,Durability,Price,Everyday casual wear,3,Value Seekers
329,NY,Northeast,18-24,Male,$25k-$49k,Hispanic or Latino,Yes,$50-$99,Online Primarily,None,Never heard of it,0.0346,123.2,117.2,1,0,3,3,2,1,1,1,1,60,39,29,0,1,0,1,3,3,2,1,1,1,1,49,35,22,3,3,3,5,,80,90,105,115,1,4,4,3,2,3,4,2,Price,Comfort,Durability,Everyday casual wear,3,Value Seekers
330,NJ,Northeast,35-44,Male,$25k-$49k,Black or African American,Yes,$150-$199,In-Store Primarily,Skechers,Very familiar,0.218,80.3,38.6,1,0,4,4,3,2,2,1,1,74,63,46,31,11,0,0,4,3,3,2,1,2,1,79,60,55,20,12,5,4,,65,115,125,145,2,5,5,4,1,3,4,3,Durability,Comfort,Price,Specific activity needing convenience,1,Traditionalists
331,LA,South,18-24,Male,$100k-$149k,White,Yes,$100-$149,Equal Mix,Other,Never heard of it,0.01,82.2,-1.0,0,1,4,3,2,2,1,1,1,67,67,34,0,0,1,4,4,4,3,2,2,1,1,84,72,52,24,18,4,0,5.0,95,105,165,175,1,4,4,3,1,3,4,2,Price,Durability,Comfort,Everyday casual wear,5,Traditionalists
332,VT,Northeast,55-64,Male,$25k-$49k,White,Yes,$150-$199,Depends on Type,None,Never heard of it,0.053,47.0,73.0,1,0,3,2,2,2,1,1,1,53,36,14,7,5,0,0,3,2,2,2,1,1,1,53,39,12,9,5,0,0,,40,105,115,125,3,5,4,3,4,3,3,4,Comfort,Durability,HandsFreeConvenience,Specific activity needing convenience,4,Interested Pragmatists
333,WV,South,45-54,Female,$50k-$74k,White,Yes,$50-$99,Equal Mix,Skechers,Vaguely aware of it,0.0433,47.1,65.3,0,1,4,4,3,3,3,2,1,92,91,50,60,52,10,0,5,5,5,4,3,3,3,96,100,100,69,58,56,68,5.0,120,195,245,255,4,3,3,2,5,3,3,4,HandsFreeConvenience,Brand,Style,Travel,5,Premium Enthusiasts
334,VT,Northeast,65+,Female,$100k-$149k,Black or African American,Yes,$200 or more,In-Store Primarily,None,Never heard of it,0.0847,37.9,116.8,0,1,4,3,3,2,2,1,1,74,49,41,24,27,12,0,4,4,3,3,3,1,2,80,90,45,48,39,0,5,4.0,105,115,130,170,2,4,4,3,3,3,4,3,Durability,Price,Comfort,Work/Office (casual environment),4,Interested Pragmatists
335,ID,West,45-54,Female,$50k-$74k,Hispanic or Latino,Yes,$100-$149,In-Store Primarily,Skechers,Somewhat familiar,0.0712,57.0,130.6,0,1,3,3,2,2,2,1,1,59,32,25,21,0,0,0,4,3,3,3,2,2,1,91,61,42,44,6,8,0,5.0,85,110,120,130,3,4,4,3,3,4,3,3,Comfort,Material,Durability,Work/Office (casual environment),5,Curious Skeptics
336,NV,West,25-34,Male,$25k-$49k,White,Yes,$50-$99,In-Store Primarily,Skechers,Never heard of it,0.0589,93.5,144.8,0,1,5,5,4,3,4,2,2,100,100,78,52,65,38,10,5,5,5,5,4,4,3,100,98,100,98,86,70,35,4.0,130,200,215,280,1,4,5,3,2,4,5,3,Price,Durability,Comfort,Everyday casual wear,3,Value Seekers
337,ID,West,25-34,Female,Less than $25k,White,Yes,$50-$99,Equal Mix,Vans,Never heard of it,0.0477,83.0,50.4,0,1,4,4,3,2,2,2,1,91,92,43,26,21,18,0,5,4,4,3,3,2,1,100,83,70,59,36,23,3,5.0,70,145,165,175,1,4,4,3,3,3,5,3,Price,Comfort,Durability,Everyday casual wear,5,Value Seekers
338,CA,West,18-24,Female,$100k-$149k,White,Yes,$150-$199,In-Store Primarily,Crocs,Vaguely aware of it,0.0338,33.8,-1.0,1,0,5,4,3,3,3,2,1,97,68,50,41,39,21,0,4,4,4,3,2,2,2,90,86,76,42,17,20,19,,75,120,210,220,3,5,4,3,3,4,4,3,Comfort,Durability,Price,Travel,4,Interested Pragmatists
339,IA,Midwest,35-44,Female,$100k-$149k,White,Yes,$100-$149,Online Primarily,Other,Somewhat familiar,0.0635,10.7,134.5,0,1,5,4,4,3,3,2,2,97,74,70,52,43,37,24,5,4,4,4,3,2,2,89,92,80,73,43,28,32,4.0,135,165,180,200,1,4,4,3,3,3,5,3,Price,Comfort,Durability,Everyday casual wear,3,Value Seekers
340,MA,Northeast,45-54,Male,$25k-$49k,White,Yes,$100-$149,Depends on Type,None,Somewhat familiar,0.2087,81.8,6.1,1,0,3,2,2,1,1,1,1,50,5,16,0,0,2,0,3,3,2,2,1,1,1,55,38,24,4,0,3,0,,40,65,130,140,2,4,4,4,1,3,5,2,Price,Durability,Comfort,Style/Fashion statement,2,Traditionalists
341,GA,South,18-24,Female,$150k+,White,Yes,$150-$199,Online Primarily,Other,Never heard of it,0.01,119.7,-1.0,0,1,5,5,5,4,3,3,2,100,100,94,71,37,40,18,5,5,5,4,4,3,3,100,97,94,89,67,45,58,5.0,125,200,215,255,3,3,4,3,3,4,4,3,Price,Durability,Material,Travel,3,Interested Pragmatists
342,AZ,West,25-34,Female,$25k-$49k,White,Yes,$100-$149,Online Primarily,None,Never heard of it,0.0696,139.0,62.0,0,1,3,2,1,1,1,1,1,44,38,0,4,5,0,1,3,2,2,1,1,1,1,41,20,27,0,3,0,0,2.0,50,90,100,110,2,4,3,3,3,2,4,4,Comfort,Style,Price,Travel,2,Interested Pragmatists
343,CO,West,65+,Male,$50k-$74k,Hispanic or Latino,Yes,$50-$99,In-Store Primarily,Nike,Vaguely aware of it,0.1911,57.9,6.8,0,1,3,2,2,2,2,1,1,61,34,4,15,11,0,4,4,3,3,2,2,1,1,68,63,33,38,0,3,1,3.0,60,85,100,135,3,5,4,3,4,3,3,3,Comfort,Durability,HandsFreeConvenience,Other,3,Interested Pragmatists
344,OK,South,18-24,Female,$50k-$74k,Other,Yes,$100-$149,Equal Mix,Other,Never heard of it,0.0344,66.6,103.4,1,0,4,3,2,2,2,1,1,62,64,29,6,15,0,0,4,4,3,2,2,1,1,79,67,51,20,2,0,0,,40,100,135,165,2,4,5,2,1,3,5,2,Price,Durability,Comfort,Everyday casual wear,2,Traditionalists
345,ND,Midwest,65+,Male,$150k+,Hispanic or Latino,Yes,$100-$149,Equal Mix,Nike,Somewhat familiar,0.1151,58.8,110.3,0,1,3,3,3,3,2,1,1,62,63,53,36,9,0,0,4,4,3,2,2,1,1,78,77,44,21,34,5,0,5.0,95,105,140,185,3,2,4,3,2,3,4,4,Style,Durability,Price,Everyday casual wear,4,Curious Skeptics
346,MD,South,55-64,Male,$50k-$74k,White,Yes,Less than $50,Online Primarily,Other,Vaguely aware of it,0.1048,72.6,109.6,0,1,3,2,3,2,2,1,1,69,31,41,23,1,0,0,4,4,3,2,2,1,1,79,62,51,29,9,0,0,5.0,55,85,125,170,3,5,4,3,3,3,3,4,Comfort,Durability,Style,Specific activity needing convenience,5,Interested Pragmatists
347,NY,Northeast,65+,Male,$75k-$99k,White,Yes,$200 or more,In-Store Primarily,Vans,Never heard of it,0.1152,119.2,77.2,0,1,3,3,2,1,1,1,1,68,45,28,0,0,3,2,4,3,2,2,2,1,1,79,53,20,6,4,6,10,5.0,45,85,105,160,3,3,3,4,5,2,3,4,HandsFreeConvenience,Style,Fit,Travel,4,Premium Enthusiasts
348,VT,Northeast,25-34,Male,$25k-$49k,White,Yes,$50-$99,Online Primarily,Vans,Vaguely aware of it,0.066,32.9,144.4,0,1,4,4,3,2,2,2,1,77,80,72,34,24,5,0,5,5,4,3,3,3,2,100,100,89,48,40,59,33,4.0,110,125,195,205,2,3,3,3,4,4,4,3,HandsFreeConvenience,Price,Material,Specific activity needing convenience,3,Interested Pragmatists
349,UT,West,55-64,Male,$75k-$99k,White,Yes,$100-$149,Online Primarily,None,Very familiar,0.1956,64.7,5.9,1,0,3,3,2,2,1,1,1,57,48,23,29,2,0,0,3,2,2,2,1,1,1,70,30,23,11,0,0,0,,40,90,115,125,4,4,4,2,2,3,3,3,Comfort,Durability,Brand,Specific activity needing convenience,3,Curious Skeptics
350,OK,South,45-54,Female,$50k-$74k,White,Yes,$150-$199,Online Primarily,Vans,Never heard of it,0.0558,54.8,110.4,1,0,5,4,3,3,2,1,1,93,79,52,61,23,5,0,5,4,3,3,2,2,1,100,81,60,33,22,9,0,,80,105,155,190,3,3,3,3,2,3,5,3,Price,Fit,Comfort,Specific activity needing convenience,3,Curious Skeptics
